id,Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points,ClusterPredicted K-means,cluster Kmeans 10000 runs
2801,Dreisol Coatings GmbH & Co.KG,10125,0.002371321,0.015488867,0.003164557,0,0,0,0,1.525920809,3,0,2
2802,Wimos GmbH,454,0.003208258,0.007744434,0.003164557,0,0.006884682,0,0,1.524780045,3,0,2
2803,RIeke Packaging Systems,32611,0.002092342,0.023233301,0,0,0.005163511,0,0,1.524457714,3,0,2
2804,The Beer Factory Leksand AB,30672,0.005719068,0.021297193,0,0,0.003442341,0,0,1.522930082,3,0,2
2805,Allgreen Group,20649,0.001255405,0.003872217,0.006329114,0,0,0,0,1.522203888,3,0,2
2806,ZITY TRADERS,25270,0.002371321,0.006776379,0.003164557,0,0.008605852,0,0,1.520589013,3,0,2
2807,Macon Research Srl,31809,0.0026503,0.011616651,0.003164557,0,0.003442341,0,0,1.518375954,3,0,2
2808,PATENT CO.,30777,0.004045195,0.006776379,0.003164557,0,0.006884682,0,0,1.518224175,3,0,2
2809,Ludares e lugares,24458,0.004045195,0.006776379,0.003164557,0,0.006884682,0,0,1.518224175,3,0,2
2810,Universalstroi OOD,20644,0.002371321,0.013552759,0.003164557,0,0.00172117,0,0,1.515173908,3,0,2
2811,Moldan Baustoffe,28976,0.002092342,0,0.003164557,0,0.015490534,0,0,1.512055172,3,0,2
2812,Safina a.s.,32628,0.003347747,0.009680542,0,0,0.017211704,0,0,1.511999666,3,0,2
2813,Regalead Ltd,33601,0.003068768,0.011616651,0,0,0.015490534,0,0,1.50879762,3,0,2
2814,Saltigo Gmbh,751,0.003626726,0.005808325,0,0,0.020654045,0,0,1.50445481,3,0,2
2815,Italgalvano spa (TECHNIC GROUP),25706,0.002231831,0.004840271,0.003164557,0,0.010327022,0,0,1.502867639,3,0,2
2816,Saint-Gobain,28896,0.001534384,0.016456922,0,0,0.012048193,0,0,1.501974926,3,0,2
2817,bajtmetali,18155,0.001952853,0.028073572,0,0,0,0,0,1.501321234,3,0,2
2818,Eninco Engineering B.V.,4883,0.003347747,0.023233301,0,0,0.003442341,0,0,1.501169455,3,0,2
2819,"Guerola, S.A",32497,0.004742642,0.01839303,0,0,0.006884682,0,0,1.501017676,3,0,2
2820,Ahs sales UK,34483,0.001394895,0.025169409,0,0,0.003442341,0,0,1.500332248,3,0,2
2821,EURORESINS ITALIA S.R.L,20808,0.002789789,0.020329138,0,0,0.006884682,0,0,1.500180469,3,0,2
2822,LOS PRODUCTOS DE ALDO S.L.U.,36130,0.003068768,0.025169409,0,0,0.00172117,0,0,1.49796741,3,0,2
2823,Meditera Tıbbi Malzeme,32804,0.002092342,0.010648596,0,0,0.017211704,0,0,1.497632115,3,0,2
2824,COMPAC,23558,0.001115916,0.027105518,0,0,0.00172117,0,0,1.497130203,3,0,2
2825,Epicode GmbH,18615,0.003766216,0.026137464,0,0,0,0,0,1.495183967,3,0,2
2826,Sugaring Beauty,31037,0.00516111,0.021297193,0,0,0.003442341,0,0,1.495032189,3,0,2
2827,MAKE DEMİRYOLU VE YAPI MÜHENDİSLİK SİSTEMLERİ SAN. TİC. LTD. ŞTİ,27622,0.002789789,0.011616651,0,0,0.015490534,0,0,1.494848673,3,0,2
2828,Yasham Wallpaper (YASHAM DUVAR KAGITLARI BOYA VE KIMYA SANAYI ANONIM SIRKETI),15694,0.000697447,0.003872217,0.006329114,0,0,0,0,1.494305994,3,0,2
2829,ProLackTec,20768,0.001952853,0.013552759,0.003164557,0,0.00172117,0,0,1.494250488,3,0,2
2830,Oldus GmbH,34958,0.003347747,0.008712488,0.003164557,0,0.005163511,0,0,1.494098709,3,0,2
2831,JYW GLOBAL LTD,33363,0.002929279,0.009680542,0,0,0.017211704,0,0,1.491076245,3,0,2
2832,GEOAGRO ITALIA S.R.L.S,24150,0.003068768,0.010648596,0.003164557,0,0.003442341,0,0,1.490896663,3,0,2
2833,ZENYTH PHARMACEUTICALS,12225,0.004184684,0.013552759,0,0,0.012048193,0,0,1.489281789,3,0,2
2834,Explosive Developments Ltd,24518,0.001813363,0.019361084,0,0,0.008605852,0,0,1.489014965,3,0,2
2835,FINIKEM SRL,20943,0.001673874,0.012584705,0,0,0.015490534,0,0,1.487455596,3,0,2
2836,Amphochem JLLC,22913,0.00251081,0.020329138,0,0,0.006884682,0,0,1.486231522,3,0,2
2837,Octopus Energy Ltd,29686,0.003766216,0.008712488,0,0,0.017211704,0,0,1.484520375,3,0,2
2838,Polyshred,5454,0.002371321,0.007744434,0.003164557,0,0.006884682,0,0,1.482933204,3,0,2
2839,Hollister Lietuva,18716,0.005440089,0.024201355,0,0,0,0,0,1.482072227,3,0,2
2840,Agropolychim AD,19827,0.004463663,0.025169409,0,0,0,0,0,1.481653624,3,0,2
2841,"NOVASOL SPRAY, S.A.",18590,0.00251081,0.027105518,0,0,0,0,0,1.480816417,3,0,2
2842,SC ERGOFILA SRL,18120,0.001394895,0.002904163,0.006329114,0,0,0,0,1.480775651,3,0,2
2843,Cewe,27771,0.005719068,0.013552759,0,0,0.010327022,0,0,1.479942477,3,0,2
2844,Akras Flavours GmbH,33826,0.003766216,0.015488867,0,0,0.010327022,0,0,1.47910527,3,0,2
2845,PSChem,27363,0.002789789,0.016456922,0,0,0.010327022,0,0,1.478686667,3,0,2
2846,Mendes Gonçalves,32573,0.0079509,0.016456922,0,0,0.005163511,0,0,1.478566624,3,0,2
2847,PANNONRAL,19049,0.002371321,0.014520813,0.003164557,0,0,0,0,1.477518099,3,0,2
2848,Stacté,22985,0.006416516,0.014520813,0,0,0.008605852,0,0,1.477159035,3,0,2
2849,Pannon Natessex Pharmaceutical Ltd,25201,0.003068768,0.021297193,0,0,0.005163511,0,0,1.476473607,3,0,2
2850,Cedris d.o.o.,27554,0.003068768,0.021297193,0,0,0.005163511,0,0,1.476473607,3,0,2
2851,Licone SAS,35566,0.003487237,0.001936108,0,0,0.024096386,0,0,1.475986534,3,0,2
2852,ADBioplastics,23706,0.002231831,0.007744434,0.003164557,0,0.006884682,0,0,1.475958731,3,0,2
2853,EGA SRL,31605,0.003905705,0.013552759,0,0,0.012048193,0,0,1.475332842,3,0,2
2854,Liberty Chemicals,5691,0.000697447,0,0.006329114,0,0.003442341,0,0,1.472812192,3,0,2
2855,TANIN SEVNICA D.D.,5783,0.004603152,0.014520813,0,0,0.010327022,0,0,1.4725494,3,0,2
2856,Magdalenas ApS,29885,0.007532431,0.005808325,0.003164557,0,0.003442341,0,0,1.47206626,3,0,2
2857,CK-HUSSERVICE,34020,0.004045195,0.011616651,0,0,0.013769363,0,0,1.471560414,3,0,2
2858,T&T Turnov s.r.o.,10839,0.003626726,0.009680542,0.003164557,0,0.003442341,0,0,1.470391847,3,0,2
2859,Synthos S.A.,25791,0.006277026,0.014520813,0,0,0.008605852,0,0,1.470184561,3,0,2
2860,Additive Manufacturing Centre of Excellence,28464,0.00251081,0.003872217,0.003164557,0,0.010327022,0,0,1.468413875,3,0,2
2861,IPD Consulting Sp z o. o.,31225,0.002789789,0.014520813,0,0,0.012048193,0,0,1.467939765,3,0,2
2862,BAŞGROUP YAPI KİMYASALLARI SAN. VE TİC A.Ş.,25771,0.000557958,0,0.006329114,0,0.003442341,0,0,1.465837718,3,0,2
2863,MAXIMA DOO LUCANI,21262,0.000557958,0,0.006329114,0,0.003442341,0,0,1.465837718,3,0,2
2864,LV-Pharm d.o.o.,19973,0.003068768,0.019361084,0,0,0.006884682,0,0,1.465726706,3,0,2
2865,Vichemic Industries,19932,0.005719068,0.002904163,0,0,0.020654045,0,0,1.46386378,3,0,2
2866,Abides,12544,0.00251081,0.010648596,0.003164557,0,0.003442341,0,0,1.46299877,3,0,2
2867,Stahl Europe,20979,0.000278979,0.001936108,0.006329114,0,0.00172117,0,0,1.462635673,3,0,2
2868,"ATHIS PRO CO..,LTD.",32193,0.003487237,0.006776379,0,0,0.018932874,0,0,1.459824527,3,0,2
2869,Kolorkim Inks,8805,0.000976426,0.015488867,0.003164557,0,0,0,0,1.456176075,3,0,2
2870,MB Gamtos dovanos,27564,0.001813363,0.020329138,0,0,0.006884682,0,0,1.451359155,3,0,2
2871,KIESOW OBERFLÄCHENCHEMIE GmbH & Co. KG,28248,0.003626726,0.011616651,0,0,0.013769363,0,0,1.450636994,3,0,2
2872,Chemopur H. Brand GmbH,31389,0.003626726,0.005808325,0.003164557,0,0.006884682,0,0,1.448898044,3,0,2
2873,Saver GmbH,21602,0.004045195,0.001936108,0.003164557,0,0.010327022,0,0,1.448327662,3,0,2
2874,Termex-Eriste Oy,16002,0.001673874,0.007744434,0.003164557,0,0.006884682,0,0,1.448060837,3,0,2
2875,Gebr. Lenz Gmbh,631,0.017436184,0.002904163,0,0,0.008605852,0,0,1.447309909,3,0,2
2876,Reakiro Poland,33421,0.003208258,0.000968054,0.003164557,0,0.012048193,0,0,1.44413663,3,0,2
2877,SHRI SIDDHI CHEMTCH PVT LTD,8272,0.001813363,0,0.006329114,0,0.00172117,0,0,1.442549459,3,0,2
2878,Medicoat AG,27695,0.00251081,0.006776379,0.003164557,0,0.006884682,0,0,1.441504967,3,0,2
2879,DEG srl,25204,0.001394895,0.022265247,0,0,0.005163511,0,0,1.441182636,3,0,2
2880,APM Europe kft,24008,0.001952853,0.003872217,0.003164557,0,0.010327022,0,0,1.440515981,3,0,2
2881,Ulbrich Hydroautomatik s.r.o.,24032,0.002371321,0,0.003164557,0,0.013769363,0,0,1.439945599,3,0,2
2882,"FABRYKA PIERŚCIENI TŁOKOWYCH ""PRIMA"" SPÓŁKA AKCYJNA W ŁODZI",25113,0.001255405,0.015488867,0,0,0.012048193,0,0,1.439623268,3,0,2
2883,Nemoto Portugal,12842,0.001813363,0.012584705,0.003164557,0,0.00172117,0,0,1.438873304,3,0,2
2884,GEODE sprl,33835,0.003347747,0.005808325,0.003164557,0,0.006884682,0,0,1.434949097,3,0,2
2885,HUBER + SUHNER AG,33107,0.006416516,0.006776379,0,0,0.015490534,0,0,1.43417143,3,0,2
2886,TARIMNET GÜBRE SAN VE TİC LTD ŞTİ,34188,0.004324174,0.017424976,0,0,0.006884682,0,0,1.431691545,3,0,2
2887,Aodran do Brasil Ltda.,32370,0.003766216,0.014520813,0,0,0.010327022,0,0,1.43070256,3,0,2
2888,Prodesign GmbH,29241,0.003208258,0.011616651,0,0,0.013769363,0,0,1.429713574,3,0,2
2889,DANGSCHAT T.O.H,30728,0.003208258,0.011616651,0,0,0.013769363,0,0,1.429713574,3,0,2
2890,Sabatino Italia srl,30563,0.0026503,0.008712488,0,0,0.017211704,0,0,1.428724588,3,0,2
2891,Mathiesen,1273,0.005440089,0.014520813,0,0,0.008605852,0,0,1.428337721,3,0,2
2892,Agerona Estonia OÜ,32980,0.002092342,0.021297193,0,0,0.005163511,0,0,1.427652293,3,0,2
2893,Quelagrow Iberica,33981,0.006137537,0.015488867,0,0,0.006884682,0,0,1.425554279,3,0,2
2894,"ChemDAQ, Inc",23887,0.001813363,0.007744434,0,0,0.018932874,0,0,1.424533557,3,0,2
2895,ICA Deutschland Lacke GmbH,23303,0.002371321,0.004840271,0.003164557,0,0.008605852,0,0,1.423783592,3,0,2
2896,AMEYA POLYMERS,16600,0.003208258,0.012584705,0.003164557,0,0,0,0,1.422559518,3,0,2
2897,Synresins Limited,20155,0.001394895,0,0.006329114,0,0.00172117,0,0,1.421626039,3,0,2
2898,PTScience LDA,31133,0.00251081,0.002904163,0.003164557,0,0.010327022,0,0,1.420011165,3,0,2
2899,Ingredion Germany GmbH,35508,0.001115916,0.020329138,0,0,0.006884682,0,0,1.416486788,3,0,2
2900,"PINTURAS BANAKA,S.A",19764,0.000278979,0.000968054,0.006329114,0,0.00172117,0,0,1.414232962,3,0,2
2901,Monzo Paint SaS,14521,0.001534384,0.010648596,0.003164557,0,0.003442341,0,0,1.414177456,3,0,2
2902,EkaMedica,31252,0.001813363,0.021297193,0,0,0.005163511,0,0,1.413703346,3,0,2
2903,POCHTECA MATERIAS PRIMAS SA DE CV,2048,0.010182731,0.007744434,0,0,0.010327022,0,0,1.412709363,3,0,2
2904,Mannokpack,34844,0.00251081,0.022265247,0,0,0.003442341,0,0,1.410919904,3,0,2
2905,Galenika AD Beograd,35786,0.002371321,0.015488867,0,0,0.010327022,0,0,1.409360536,3,0,2
2906,Rem3dy Health Limited,34106,0.00251081,0.000968054,0.003164557,0,0.012048193,0,0,1.409264263,3,0,2
2907,Nutrinity Labs LTD,29393,0.004045195,0.015488867,0,0,0.008605852,0,0,1.406995697,3,0,2
2908,AstaReal AB,22182,0.001673874,0.021297193,0,0,0.005163511,0,0,1.406728873,3,0,2
2909,'MAJ+' d.o.o. Beograd,22054,0.001813363,0.006776379,0.003164557,0,0.006884682,0,0,1.4066326,3,0,2
2910,AKROKEM,20927,0.002789789,0.01839303,0,0,0.006884682,0,0,1.403375048,3,0,2
2911,OZAN KIMYA SANAYI VE TICARET LIMITED SIRKETI,15133,0,0.000968054,0.006329114,0,0.00172117,0,0,1.400284015,3,0,2
2912,SF Concepta GmbH,28194,0.003766216,0.008712488,0,0,0.015490534,0,0,1.398461856,3,0,2
2913,Autoshield AB,4895,0.002789789,0.003872217,0.003164557,0,0.008605852,0,0,1.396304302,3,0,2
2914,Rossari biotech ltd,30148,0.002789789,0.003872217,0.003164557,0,0.008605852,0,0,1.396304302,3,0,2
2915,NCI CHEMICAL INDUSTRY LTD.,33397,0.002789789,0.003872217,0.003164557,0,0.008605852,0,0,1.396304302,3,0,2
2916,SARL LAMBERT,34220,0.004045195,0.013552759,0,0,0.010327022,0,0,1.396248796,3,0,2
2917,FUTURE DEVELOPMENTS (MANUFACTURING) LTD,23122,0.001673874,0.019361084,0,0,0.006884682,0,0,1.395981971,3,0,2
2918,Wulm egg group,29369,0.005998047,0.01839303,0,0,0.003442341,0,0,1.391670897,3,0,2
2919,Zuelch Industrial Coatings GmbH,34338,0.004324174,0.009680542,0,0,0.013769363,0,0,1.38870394,3,0,2
2920,SolidNature GmbH,34418,0.002371321,0.011616651,0,0,0.013769363,0,0,1.387866733,3,0,2
2921,Scanningspray Vertriebs GmbH,21321,0.001813363,0.002904163,0.003164557,0,0.010327022,0,0,1.385138797,3,0,2
2922,Altındağ Kimya,22942,0.00251081,0.009680542,0,0,0.015490534,0,0,1.384094305,3,0,2
2923,Elips,27803,0.001394895,0.019361084,0,0,0.006884682,0,0,1.382033024,3,0,2
2924,TERMOPLASTIK SRL,21080,0.003487237,0.015488867,0,0,0.008605852,0,0,1.379097803,3,0,2
2925,BETA KİMYA SANAYİ VE TİCART A.Ş.,19877,0.006277026,0.021297193,0,0,0,0,0,1.378710936,3,0,2
2926,AUDEVARD,27217,0.001534384,0.017424976,0,0,0.008605852,0,0,1.378260597,3,0,2
2927,RCNM Limited,31204,0.002929279,0.012584705,0,0,0.012048193,0,0,1.378108818,3,0,2
2928,Midas Clean SL,33409,0.002371321,0.009680542,0,0,0.015490534,0,0,1.377119832,3,0,2
2929,Strotmann GmbH - Spezialbau,30483,0.0026503,0.014520813,0,0,0.010327022,0,0,1.374906772,3,0,2
2930,Chrontech Enterprises,18187,0.002231831,0.012584705,0.003164557,0,0,0,0,1.373738204,3,0,2
2931,AS SAKRET Holdings,19858,0.000418468,0,0.006329114,0,0.00172117,0,0,1.372804725,3,0,2
2932,MP SPA,21059,0.001952853,0.020329138,0,0,0.005163511,0,0,1.372275109,3,0,2
2933,rhoba-chemie GmbH,17544,0.002092342,0.005808325,0.003164557,0,0.006884682,0,0,1.372178836,3,0,2
2934,Filtros Y Procesos Esteryfil SL,31529,0.003208258,0.002904163,0.003164557,0,0.008605852,0,0,1.368825012,3,0,2
2935,SSII OPC PVT LTD,30993,0.002231831,0.003872217,0.003164557,0,0.008605852,0,0,1.368406408,3,0,2
2936,Gello GmbH Geltechnik,33407,0.003905705,0.009680542,0,0,0.013769363,0,0,1.36778052,3,0,2
2937,Serraic,31298,0.002929279,0.010648596,0,0,0.013769363,0,0,1.367361916,3,0,2
2938,Sur Química S. A,33012,0.003487237,0.007744434,0.003164557,0,0.003442341,0,0,1.366611952,3,0,2
2939,Banga Krishi Chem Pvt. Ltd,21027,0.000278979,0,0.006329114,0,0.00172117,0,0,1.365830251,3,0,2
2940,BÜFA Chemikalien GmbH & Co. KG,29436,0.001534384,0.009680542,0.003164557,0,0.003442341,0,0,1.365774745,3,0,2
2941,Green and Blue BV,34772,0.004184684,0.014520813,0,0,0.008605852,0,0,1.36556746,3,0,2
2942,BCI POLYURETHANE EUROPE,35814,0.001813363,0.020329138,0,0,0.005163511,0,0,1.365300636,3,0,2
2943,4T-Intermediar Services,29568,0.001952853,0.005808325,0.003164557,0,0.006884682,0,0,1.365204363,3,0,2
2944,lacolor Lackfabrikation GmbH,21798,0.000976426,0.006776379,0.003164557,0,0.006884682,0,0,1.364785759,3,0,2
2945,DEVIRIS,12108,0.004045195,0.007744434,0,0,0.015490534,0,0,1.364008092,3,0,2
2946,Roartis,4105,0.000976426,0.000968054,0.006329114,0,0,0,0,1.363046809,3,0,2
2947,Spreysan Aerosol Kimya AS,11438,0,0.001936108,0.006329114,0,0,0,0,1.362628206,3,0,2
2948,Lewian SWISS,34977,0.00251081,0.021297193,0,0,0.003442341,0,0,1.362517193,3,0,2
2949,CANDICAR EUROPE sa,22581,0.002371321,0.014520813,0,0,0.010327022,0,0,1.360957825,3,0,2
2950,Grehen Sp. z o.o.,22884,0.001813363,0.011616651,0,0,0.013769363,0,0,1.35996884,3,0,2
2951,eprdv-engineering UG,32309,0.006974473,0.011616651,0,0,0.008605852,0,0,1.359848797,3,0,2
2952,Staingard Limited,12509,0.001952853,0.012584705,0.003164557,0,0,0,0,1.359789258,3,0,2
2953,Divotsvit,14174,0.000139489,0,0.006329114,0,0.00172117,0,0,1.358855778,3,0,2
2954,Kozmetika Kahne d.o.o.,22490,0.001813363,0.005808325,0.003164557,0,0.006884682,0,0,1.358229889,3,0,2
2955,Sivan Chemicals,1453,0.003208258,0.000968054,0.003164557,0,0.010327022,0,0,1.358078111,3,0,2
2956,Derby Conveyor Belts,25516,0.003487237,0.011616651,0,0,0.012048193,0,0,1.357604001,3,0,2
2957,Medivance Instruments Ltd,27658,0.002929279,0.008712488,0,0,0.015490534,0,0,1.356615015,3,0,2
2958,Chemprof Doradzwtwo Chemiczne s.c.,19448,0.003766216,0.016456922,0,0,0.006884682,0,0,1.355390941,3,0,2
2959,Anupam Enterprises,29756,0.00516111,0.011616651,0,0,0.010327022,0,0,1.355239162,3,0,2
2960,Endüstri Kimyasal Maddeler San. Tic. Ltd. Şti.,29988,0.002789789,0.017424976,0,0,0.006884682,0,0,1.354972338,3,0,2
2961,Moravka Pro Doo,35952,0.005440089,0.016456922,0,0,0.005163511,0,0,1.353026102,3,0,2
2962,Smart Kimya Ltd. Sti.,25689,0.002092342,0.007744434,0,0,0.017211704,0,0,1.352423984,3,0,2
2963,Omorovicza Kozmetikai Kft.,23225,0.003487237,0.002904163,0,0,0.020654045,0,0,1.352272205,3,0,2
2964,SOCIETE INDUSTRIELLE AUER,25915,0.001673874,0.005808325,0.003164557,0,0.006884682,0,0,1.351255416,3,0,2
2965,Iberhortus,16926,0.000836937,0.026137464,0,0,0,0,0,1.348720025,3,0,2
2966,Gardiner Colours Ltd,27684,0.002371321,0.006776379,0.003164557,0,0.005163511,0,0,1.348471974,3,0,2
2967,Natura Mais Lda.,30822,0.002371321,0.006776379,0.003164557,0,0.005163511,0,0,1.348471974,3,0,2
2968,Kimteks Kimyasal Urunler Pazarlama Ith ve Ihr Ltd Sti.,3058,0.007532431,0.006776379,0.003164557,0,0,0,0,1.348351931,3,0,2
2969,ADIVET PERÚ,29817,0.0026503,0.001936108,0,0,0.022375215,0,0,1.348081174,3,0,2
2970,silvertex aqua GmbH,33523,0.001394895,0.007744434,0.003164557,0,0.005163511,0,0,1.34805337,3,0,2
2971,INTERCOL INDUSTRIA QUIMICA LTDA,34119,0.002789789,0.002904163,0.003164557,0,0.008605852,0,0,1.347901592,3,0,2
2972,HIDROLAB S.L.,21212,0.003068768,0.013552759,0,0,0.010327022,0,0,1.347427482,3,0,2
2973,T-Minus Engineering B.V.,31155,0.002929279,0.006776379,0,0,0.017211704,0,0,1.345868114,3,0,2
2974,Geholit + Wiemer,30932,0.001952853,0.007744434,0,0,0.017211704,0,0,1.34544951,3,0,2
2975,Levent Kimya San.ve Tic.A.Ş,29366,0.003347747,0.01839303,0,0,0.005163511,0,0,1.345214422,3,0,2
2976,PEXALPLAST Srl,24549,0.003208258,0.011616651,0,0,0.012048193,0,0,1.343655054,3,0,2
2977,Groupe Titel - Labo France,34355,0.003068768,0.004840271,0,0,0.018932874,0,0,1.342095686,3,0,2
2978,CHEMCO d.o.o.,2668,0.002231831,0.006776379,0.003164557,0,0.005163511,0,0,1.3414975,3,0,2
2979,Moslab,25710,0.001952853,0.008712488,0.003164557,0,0.003442341,0,0,1.338295455,3,0,2
2980,Maychem Srl,20833,0.000976426,0.009680542,0.003164557,0,0.003442341,0,0,1.337876852,3,0,2
2981,Next Frontier Brands ltd,19456,0.002371321,0.004840271,0.003164557,0,0.006884682,0,0,1.337725073,3,0,2
2982,SVC Labs,4363,0.0026503,0.015488867,0,0,0.008605852,0,0,1.337250963,3,0,2
2983,Bella Kopf Trading Ltd,25282,0.002092342,0.012584705,0,0,0.012048193,0,0,1.336261977,3,0,2
2984,Sehr Enterprises pvt ltd,12666,0.002092342,0.006776379,0.003164557,0,0.005163511,0,0,1.334523027,3,0,2
2985,SOLVDEMAR LTD,33997,0.003347747,0.016456922,0,0,0.006884682,0,0,1.334467521,3,0,2
2986,Eubioco Sp.zo.o.,34560,0.003347747,0.016456922,0,0,0.006884682,0,0,1.334467521,3,0,2
2987,Delacon Biotechnik GmbH,34464,0.005998047,0.015488867,0,0,0.005163511,0,0,1.332521286,3,0,2
2988,Linerfrance,20832,0.000697447,0.024201355,0,0,0.00172117,0,0,1.330998651,3,0,2
2989,Pemco Additives Ab,890,0.003487237,0.014520813,0,0,0.008605852,0,0,1.330695093,3,0,2
2990,Goodwind GmbH,30439,0.004184684,0.015488867,0,0,0.006884682,0,0,1.327911651,3,0,2
2991,Floratec GmbH & Co. KG,28447,0.003208258,0.016456922,0,0,0.006884682,0,0,1.327493047,3,0,2
2992,PALFEN 2012 SL.,21237,0.002092342,0.010648596,0,0,0.013769363,0,0,1.325515076,3,0,2
2993,H.Glass S.A. ( Freshape),35114,0.003068768,0.003872217,0.003164557,0,0.006884682,0,0,1.324194729,3,0,2
2994,72P - Circular Matters,29512,0.001813363,0.012584705,0,0,0.012048193,0,0,1.32231303,3,0,2
2995,EMTP Reagent LLC,33996,0.003208258,0.007744434,0,0,0.015490534,0,0,1.322161251,3,0,2
2996,S K MINERALS,14917,0.000139489,0.000968054,0.006329114,0,0,0,0,1.321199969,3,0,2
2997,HARTMANN,23886,0.002092342,0.017424976,0,0,0.006884682,0,0,1.320099971,3,0,2
2998,Magam Safety,11410,0.002231831,0.002904163,0.003164557,0,0.008605852,0,0,1.320003698,3,0,2
2999,VTS,22905,0.001534384,0.014520813,0,0,0.010327022,0,0,1.319110985,3,0,2
3000,Medifruit COOP,35371,0.003626726,0.010648596,0,0,0.012048193,0,0,1.316175764,3,0,2
3001,NATURALIA GARDENING GROUP,32551,0.004463663,0.01839303,0,0,0.003442341,0,0,1.31495169,3,0,2
3002,Ampacet Europe,17460,0.001952853,0.017424976,0,0,0.006884682,0,0,1.313125497,3,0,2
3003,OSMO HOLZ UND COLOR GMBH & CO. KG,218,0.001115916,0.003872217,0.003164557,0,0.008605852,0,0,1.312610621,3,0,2
3004,KUZEY GUC ENERJI & MEDICAL LTD,22018,0.004184684,0.004840271,0,0,0.017211704,0,0,1.311832954,3,0,2
3005,INWACO process solutions AB,5476,0.004603152,0.016456922,0,0,0.005163511,0,0,1.311179262,3,0,2
3006,Croda Europe Limited,14578,0.001394895,0.008712488,0.003164557,0,0.003442341,0,0,1.310397561,3,0,2
3007,prosim dış ticaret kimya san. a.ş.,29420,0.003487237,0.010648596,0,0,0.012048193,0,0,1.30920129,3,0,2
3008,RAIGI SAS,25543,0.002929279,0.007744434,0,0,0.015490534,0,0,1.308212305,3,0,2
3009,Krisow Performacne Fluids Inc,1544,0.000836937,0,0.006329114,0,0,0,0,1.307669625,3,0,2
3010,LanoPro Production AS,33783,0.000976426,0.009680542,0,0,0.015490534,0,0,1.307375098,3,0,2
3011,AFULudine SAS,31573,0.002371321,0.004840271,0,0,0.018932874,0,0,1.307223319,3,0,2
3012,Mirrico,21121,0.003766216,0.015488867,0,0,0.006884682,0,0,1.306988231,3,0,2
3013,biozoon GmbH,35591,0.001952853,0.002904163,0.003164557,0,0.008605852,0,0,1.306054751,3,0,2
3014,MLS Moderne Lacksysteme GmbH,29442,0.002231831,0.013552759,0,0,0.010327022,0,0,1.305580641,3,0,2
3015,HSWmaterials GmbH,18926,0.003068768,0.021297193,0,0,0.00172117,0,0,1.304356567,3,0,2
3016,Blutec Chemicals,20052,0.003068768,0.021297193,0,0,0.00172117,0,0,1.304356567,3,0,2
3017,Arsepur,23518,0.002092342,0.006776379,0,0,0.017211704,0,0,1.304021273,3,0,2
3018,P1 Coatings,571,0.001534384,0.019361084,0,0,0.005163511,0,0,1.302948978,3,0,2
3019,Aditim LLC,34768,0.001952853,0.015488867,0,0,0.008605852,0,0,1.302378596,3,0,2
3020,Here2Grow Ltd,33394,0.001115916,0.001936108,0.003164557,0,0.010327022,0,0,1.30186372,3,0,2
3021,Selkim,30945,0.001813363,0.002904163,0.003164557,0,0.008605852,0,0,1.299080278,3,0,2
3022,BIOS SRL,23710,0.001813363,0.002904163,0.003164557,0,0.008605852,0,0,1.299080278,3,0,2
3023,Demca ApS,31818,0.003068768,0.012584705,0,0,0.010327022,0,0,1.299024771,3,0,2
3024,CLOVIN S.A.,20472,0.002929279,0.021297193,0,0,0.00172117,0,0,1.297382094,3,0,2
3025,Abw Royal Impex Srl,17910,0.000697447,0.012584705,0.003164557,0,0,0,0,1.297018997,3,0,2
3026,Interquantum,17702,0.002092342,0.007744434,0.003164557,0,0.003442341,0,0,1.296867218,3,0,2
3027,East-West-Bridge s.r.o.,18835,0.002789789,0.014520813,0,0,0.008605852,0,0,1.295822726,3,0,2
3028,Alps Chemicals Private Limited.,5157,0.008787837,0.006776379,0,0,0.010327022,0,0,1.294561919,3,0,2
3029,Silco D.O.O.,460,0.001255405,0.012584705,0,0,0.012048193,0,0,1.294415137,3,0,2
3030,LANDALE LTD,32987,0.002231831,0.005808325,0.003164557,0,0.005163511,0,0,1.29309479,3,0,2
